eventId,slug,geoType,code,targetIndex,gadmRef,detail
dai-loan-chiem-bai-can-ran-san-ho-ban-than,dai-loan-chiem-bai-can-ran-san-ho-ban-than,no_location,UNSUPPORTED_NO_LOCATION,,,
trung-quoc-danh-chiem-da-vanh-khan,trung-quoc-danh-chiem-da-vanh-khan,multi_point,DUPLICATE_COORDINATE,0,,markers
viet-nam-binh-thuong-hoa-quan-he-my,viet-nam-binh-thuong-hoa-quan-he-my,no_location,UNSUPPORTED_NO_LOCATION,,,
viet-nam-gia-nhap-asean,viet-nam-gia-nhap-asean,no_location,UNSUPPORTED_NO_LOCATION,,,
dai-hoi-dai-bieu-toan-quoc-lan-thu-viii-cua-dang-cong-san-viet-nam,dai-hoi-dai-bieu-toan-quoc-lan-thu-viii-cua-dang-cong-san-viet-nam,nationwide,UNSUPPORTED_NATIONWIDE,,,
giai-doan-day-manh-cong-nghiep-hoa-hien-dai-hoa-hoi-nhap-kinh-te-quoc-te-1996-2006,giai-doan-day-manh-cong-nghiep-hoa-hien-dai-hoa-hoi-nhap-kinh-te-quoc-te-1996-2006,nationwide,UNSUPPORTED_NATIONWIDE,,,
cam-pu-chia-gia-nhap-asean,cam-pu-chia-gia-nhap-asean,no_location,UNSUPPORTED_NO_LOCATION,,,
ki-tuyen-bo-ve-ung-xu-cua-cac-ben-o-bien-dong-doc,ki-tuyen-bo-ve-ung-xu-cua-cac-ben-o-bien-dong-doc,no_location,UNSUPPORTED_NO_LOCATION,,,
bo-chinh-tri-ban-hanh-chi-thi-06-ct-tw-ve-cuoc-van-dong-hoc-tap-va-lam-theo-tam-guong-dao-duc-ho-chi-minh,bo-chinh-tri-ban-hanh-chi-thi-06-ct-tw-ve-cuoc-van-dong-hoc-tap-va-lam-theo-tam-guong-dao-duc-ho-chi-minh,no_location,UNSUPPORTED_NO_LOCATION,,,
dai-hoi-dai-bieu-toan-quoc-lan-thu-x-cua-dang-cong-san-viet-nam,dai-hoi-dai-bieu-toan-quoc-lan-thu-x-cua-dang-cong-san-viet-nam,nationwide,UNSUPPORTED_NATIONWIDE,,,
viet-nam-thong-qua-luat-bien-viet-nam,viet-nam-thong-qua-luat-bien-viet-nam,no_location,UNSUPPORTED_NO_LOCATION,,,
hien-phap-cong-hoa-xa-hoi-chu-nghia-viet-nam-2013,hien-phap-cong-hoa-xa-hoi-chu-nghia-viet-nam-2013,nationwide,UNSUPPORTED_NATIONWIDE,,,
viet-nam-hoan-tat-muc-tieu-thien-nien-ki,viet-nam-hoan-tat-muc-tieu-thien-nien-ki,nationwide,UNSUPPORTED_NATIONWIDE,,,
bo-chinh-tri-ban-hanh-chi-thi-05-ct-tw-ve-day-manh-hoc-tap-va-lam-theo-tu-tuong-dao-duc-phong-cach-ho-chi-minh,bo-chinh-tri-ban-hanh-chi-thi-05-ct-tw-ve-day-manh-hoc-tap-va-lam-theo-tu-tuong-dao-duc-phong-cach-ho-chi-minh,no_location,UNSUPPORTED_NO_LOCATION,,,
phe-duyet-chien-luoc-phat-trien-cong-nghiep-van-hoa-viet-nam,phe-duyet-chien-luoc-phat-trien-cong-nghiep-van-hoa-viet-nam,nationwide,UNSUPPORTED_NATIONWIDE,,,
ro-bot-xophia-duoc-cap-quyen-cong-dan,ro-bot-xophia-duoc-cap-quyen-cong-dan,no_location,UNSUPPORTED_NO_LOCATION,,,
ban-hanh-nghi-quyet-36-nq-tw-ve-chien-luoc-phat-trien-kinh-te-bien,ban-hanh-nghi-quyet-36-nq-tw-ve-chien-luoc-phat-trien-kinh-te-bien,no_location,UNSUPPORTED_NO_LOCATION,,,
nhan-dan-ung-ho-mien-trung-bao-so-9-2020,nhan-dan-ung-ho-mien-trung-bao-so-9-2020,no_location,UNSUPPORTED_NO_LOCATION,,,
hoi-nghi-cap-cao-asean-37-ha-noi,hoi-nghi-cap-cao-asean-37-ha-noi,no_location,UNSUPPORTED_NO_LOCATION,,,
doan-si-quan-viet-nam-tham-gia-luc-luong-gin-giu-hoa-binh-lien-hop-quoc-tai-nam-xu-dang,doan-si-quan-viet-nam-tham-gia-luc-luong-gin-giu-hoa-binh-lien-hop-quoc-tai-nam-xu-dang,no_location,UNSUPPORTED_NO_LOCATION,,,
quan-he-viet-nam-my-doi-tac-chien-luoc-toan-dien,quan-he-viet-nam-my-doi-tac-chien-luoc-toan-dien,nationwide,UNSUPPORTED_NATIONWIDE,,,
cai-cach-le-thanh-tong,cai-cach-le-thanh-tong,mixed,DUPLICATE_COORDINATE,0,,markers
chinh-quyen-phap-cai-cach-huong-chinh,chinh-quyen-phap-cai-cach-huong-chinh,no_location,UNSUPPORTED_NO_LOCATION,,,
chu-nom-su-dung-rong-rai,chu-nom-su-dung-rong-rai,no_location,UNSUPPORTED_NO_LOCATION,,,
chu-quoc-ngu-xuat-hien,chu-quoc-ngu-xuat-hien,no_location,UNSUPPORTED_NO_LOCATION,,,
chu-quyen-bien-dao-viet-nam-1975-den-nay,chu-quyen-bien-dao-viet-nam-1975-den-nay,nationwide,UNSUPPORTED_NATIONWIDE,,,
dau-tranh-chong-phong-kien-phuong-bac,dau-tranh-chong-phong-kien-phuong-bac,nationwide,UNSUPPORTED_NATIONWIDE,,,
dinh-tien-le-dong-do-hoa-lu,dinh-tien-le-dong-do-hoa-lu,mixed,DUPLICATE_COORDINATE,0,,markers
giai-doan-cuoi-chien-tranh-the-gioi-thu-hai,giai-doan-cuoi-chien-tranh-the-gioi-thu-hai,no_location,UNSUPPORTED_NO_LOCATION,,,
giai-doan-tiep-tuc-day-manh-cong-nghiep-hoa-hien-dai-hoa-hoi-nhap-quoc-te-sau-rong-2006-nay,giai-doan-tiep-tuc-day-manh-cong-nghiep-hoa-hien-dai-hoa-hoi-nhap-quoc-te-sau-rong-2006-nay,nationwide,UNSUPPORTED_NATIONWIDE,,,
hinh-thanh-khoi-dai-doan-ket-van-lang-au-lac,hinh-thanh-khoi-dai-doan-ket-van-lang-au-lac,nationwide,UNSUPPORTED_NATIONWIDE,,,
hinh-thanh-phat-trien-van-minh-van-lang-au-lac,hinh-thanh-phat-trien-van-minh-van-lang-au-lac,mixed,DUPLICATE_COORDINATE,0,,markers
khang-chien-thang-loi,khang-chien-thang-loi,no_location,UNSUPPORTED_NO_LOCATION,,,
lang-co-ten-nom-xuat-hien-som-thoi-ly-tran,lang-co-ten-nom-xuat-hien-som-thoi-ly-tran,no_location,UNSUPPORTED_NO_LOCATION,,,
lang-xa-hinh-thanh-thoi-van-lang-au-lac,lang-xa-hinh-thanh-thoi-van-lang-au-lac,no_location,UNSUPPORTED_NO_LOCATION,,,
nguoi-viet-che-tao-sung-than-co-thuyen-chien,nguoi-viet-che-tao-sung-than-co-thuyen-chien,no_location,UNSUPPORTED_NO_LOCATION,,,
nha-duong-dat-don-vi-huong-xa-thoi-bac-thuoc,nha-duong-dat-don-vi-huong-xa-thoi-bac-thuoc,no_location,UNSUPPORTED_NO_LOCATION,,,
nha-ly-su-dung-thi-cu-nho-hoc,nha-ly-su-dung-thi-cu-nho-hoc,no_location,UNSUPPORTED_NO_LOCATION,,,
nha-ly-to-chuc-khoa-thi-nho-hoc-dau-tien,nha-ly-to-chuc-khoa-thi-nho-hoc-dau-tien,nationwide,UNSUPPORTED_NATIONWIDE,,,
nha-ly-xay-dung-van-mieu,nha-ly-xay-dung-van-mieu,nationwide,UNSUPPORTED_NATIONWIDE,,,
nha-nuoc-can-thiep-manh-lang-xa-thoi-le-so,nha-nuoc-can-thiep-manh-lang-xa-thoi-le-so,no_location,UNSUPPORTED_NO_LOCATION,,,
nha-nuoc-can-thiep-manh-lang-xa-thoi-nguyen,nha-nuoc-can-thiep-manh-lang-xa-thoi-nguyen,no_location,UNSUPPORTED_NO_LOCATION,,,
nha-nuoc-pho-mac-lang-xa-thoi-le-trung-hung,nha-nuoc-pho-mac-lang-xa-thoi-le-trung-hung,no_location,UNSUPPORTED_NO_LOCATION,,,
nho-giao-du-nhap-viet-nam,nho-giao-du-nhap-viet-nam,nationwide,UNSUPPORTED_NATIONWIDE,,,
phong-trao-can-vuong,phong-trao-can-vuong,nationwide,UNSUPPORTED_NATIONWIDE,,,
su-ra-doi-nha-nuoc-van-lang,su-ra-doi-nha-nuoc-van-lang,mixed,DUPLICATE_COORDINATE,0,,markers
su-ra-doi-nha-nuoc-van-lang,su-ra-doi-nha-nuoc-van-lang,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,2,,markers
thanh-lap-quoc-su-quan-trieu-nguyen,thanh-lap-quoc-su-quan-trieu-nguyen,no_location,UNSUPPORTED_NO_LOCATION,,,
thoi-tran-dat-chuc-xa-quan,thoi-tran-dat-chuc-xa-quan,no_location,UNSUPPORTED_NO_LOCATION,,,
tin-nguong-tho-than-dong-co-cung-dinh,tin-nguong-tho-than-dong-co-cung-dinh,no_location,UNSUPPORTED_NO_LOCATION,,,
trang-an-duoc-ghi-danh-di-san-the-gioi,trang-an-duoc-ghi-danh-di-san-the-gioi,nationwide,UNSUPPORTED_NATIONWIDE,,,
tuyen-duong-chi-vien-chien-luoc-tren-bien-mang-ten-chu-tich-ho-chi-minh,tuyen-duong-chi-vien-chien-luoc-tren-bien-mang-ten-chu-tich-ho-chi-minh,no_location,UNSUPPORTED_NO_LOCATION,,,
van-hoa-phung-nguyen,van-hoa-phung-nguyen,nationwide,UNSUPPORTED_NATIONWIDE,,,
viet-nam-dam-phan-ranh-gioi-tren-bien,viet-nam-dam-phan-ranh-gioi-tren-bien,no_location,UNSUPPORTED_NO_LOCATION,,,
viet-nam-ki-ket-evfta,viet-nam-ki-ket-evfta,no_location,UNSUPPORTED_NO_LOCATION,,,
viet-nam-ki-ket-nghi-dinh-thu-ki-o-to,viet-nam-ki-ket-nghi-dinh-thu-ki-o-to,no_location,UNSUPPORTED_NO_LOCATION,,,
viet-nam-ki-ket-rcep,viet-nam-ki-ket-rcep,no_location,UNSUPPORTED_NO_LOCATION,,,
viet-nam-lao-cam-pu-chia-chuyen-sang-kinh-te-thi-truong-va-cong-nghiep-hoa,viet-nam-lao-cam-pu-chia-chuyen-sang-kinh-te-thi-truong-va-cong-nghiep-hoa,no_location,UNSUPPORTED_NO_LOCATION,,,
viet-nam-mo-co-quan-dai-dien-ngoai-giao-va-thong-tin-o-nuoc-ngoai,viet-nam-mo-co-quan-dai-dien-ngoai-giao-va-thong-tin-o-nuoc-ngoai,no_location,UNSUPPORTED_NO_LOCATION,,,
viet-nam-tham-gia-afta,viet-nam-tham-gia-afta,no_location,UNSUPPORTED_NO_LOCATION,,,
viet-nam-thoan-thuan-bien-gioi-lao-cam-pu-chia,viet-nam-thoan-thuan-bien-gioi-lao-cam-pu-chia,no_location,UNSUPPORTED_NO_LOCATION,,,
viet-nam-to-chuc-hoi-nghi-quoc-te-asean-asem-apec,viet-nam-to-chuc-hoi-nghi-quoc-te-asean-asem-apec,no_location,UNSUPPORTED_NO_LOCATION,,,
viet-nam-uy-vien-khong-thuong-truc-hoi-dong-bao-an-lhq,viet-nam-uy-vien-khong-thuong-truc-hoi-dong-bao-an-lhq,no_location,UNSUPPORTED_NO_LOCATION,,,
vndcch-can-bang-quan-he-voi-lien-xo-trung-quoc-va-van-dong-vien-tro,vndcch-can-bang-quan-he-voi-lien-xo-trung-quoc-va-van-dong-vien-tro,no_location,UNSUPPORTED_NO_LOCATION,,,
vndcch-dau-tranh-doi-thi-hanh-hiep-dinh-gio-ne-vo,vndcch-dau-tranh-doi-thi-hanh-hiep-dinh-gio-ne-vo,mixed,DUPLICATE_COORDINATE,0,,markers
vndcch-gap-go-dang-cong-san-phap-va-cac-to-chuc-quoc-te,vndcch-gap-go-dang-cong-san-phap-va-cac-to-chuc-quoc-te,no_location,UNSUPPORTED_NO_LOCATION,,,
vndcch-thiet-lap-quan-he-ngoai-giao-voi-lao-campuchia-va-ung-ho-phong-trao-giai-phong-dan-toc,vndcch-thiet-lap-quan-he-ngoai-giao-voi-lao-campuchia-va-ung-ho-phong-trao-giai-phong-dan-toc,no_location,UNSUPPORTED_NO_LOCATION,,,
vu-an-le-chi-vien,vu-an-le-chi-vien,mixed,DUPLICATE_COORDINATE,0,,markers
xa-tro-thanh-ten-goi-pho-bien,xa-tro-thanh-ten-goi-pho-bien,no_location,UNSUPPORTED_NO_LOCATION,,,
